State,Hospital,City,Zip Code,Designation,Organization_x,y,x
Massachusetts,Holy Family Hospital at Merrimack Valley,Haverhill,1830,Primary Stroke Service,State,42.765117,-71.045409
New Hampshire,Southern New Hampshire Medical Center,Nashua,3060,Primary Stroke Center,DNV GL,42.75612,-71.46187
New Hampshire,St. Joseph Hospital,Nashua,3060,Primary Stroke Center,DNV GL,42.74987,-71.48141
New York,Samaritan Hospital,Troy,12180,Primary Stroke Center,State,42.74278,-73.67582
Michigan,Sparrow Health System,Lansing,48912,Comprehensive Stroke Center,The Joint Commission,42.73412,-84.53526
Wisconsin,Ascension All Saints Hospital,Racine,53405,Primary Stroke Center,The Joint Commission,42.73138,-87.82697
Massachusetts,Holy Family Hospital,Methuen,1844,Primary Stroke Service,State,42.7258,-71.16858
Massachusetts,Lawrence General Hospital,Lawrence,1841,Primary Stroke Service,State,42.71019,-71.15039
Massachusetts,North Adams Campus of BMC,North Adams,1247,Primary Stroke Service,State,42.707237,-73.109432
Michigan,McLaren Greater Lansing,Lansing,48910,Primary Stroke Center,The Joint Commission,42.70375,-84.55457
New York,Mary Imogene Bassett Hospital,Cooperstown,13326,Primary Stroke Center,State,42.695586,-74.9236
Wisconsin,Mercy Health System,Janesville,53548,Acute Stroke Ready HospitalÂ  Â  Â  Â  Â  Â  Â ,The Joint Commission,42.688204,-89.032693
Wisconsin,Mercyhealth Hospital,Janesville,53548,Primary Stroke Center,The Joint Commission,42.687814,-89.032763
Michigan,Ascension Providence Rochester Hospital,Rochester,48307,Primary Stroke Center,The Joint Commission,42.68091,-83.14925
Wisconsin,Aurora Health Center,Burlington,53105,Primary Stroke Center,The Joint Commission,42.672886,-88.281908
Wisconsin,Aurora Health Care Southern Lakes,Elkhorn,53121,Primary Stroke Center,The Joint Commission,42.661711,-88.497155
New York,St. Peter's Hospital,Albany,12208,Primary Stroke Center,State,42.65443,-73.80427
New York,Albany Medical Center,Albany,12208,Comprehensive Stroke Center,The Joint Commission,42.65295,-73.77582
Massachusetts,Lowell General Hospital,Lowell,1854,Primary Stroke Service,State,42.64732,-71.34104
Massachusetts,Lowell General Hospital - Saints Campus,Lowell,1852,Primary Stroke Service,State,42.64571,-71.30119
Michigan,McLaren Oakland,Pontiac,48342,Primary Stroke Center,HFAP,42.63852,-83.2907
Massachusetts,Beverly Hospital - Addison Gilbert Campus,Gloucester,1930,Primary Stroke Service,State,42.6248,-70.68136
Michigan,William Beaumont Hospital,Troy,48085,Primary Stroke Center,The Joint Commission,42.617918,-83.092516
Michigan,St. Joseph Mercy Oakland,Pontiac,48341,Thrombectomy Capable Stroke Center,The Joint Commission,42.61451,-83.27639
Michigan,Henry Ford Macomb Hospital,Clinton Township,48038,Primary Stroke Center,The Joint Commission,42.61416,-82.96122
Massachusetts,Baystate Franklin Medical Center,Greenfield,1301,Primary Stroke Service,State,42.5959,-72.59229
Michigan,Huron Valley - Sinai Hospital,Commerce Township,48382,Primary Stroke Center,The Joint Commission,42.5929,-83.4993
Idaho,St. Luke's Magic Valley Regional Medical Center,Twin Falls,83301,Primary Stroke Center,The Joint Commission,42.590472,-114.49611
Michigan,McLaren Macomb,Mount Clemens,48043,Primary Stroke Center,The Joint Commission,42.58825,-82.89898
Massachusetts,Heywood Hospital,Gardner,1440,Primary Stroke Service,State,42.586912,-71.9872
Massachusetts,Athol Memorial Hospital,Athol,1331,Primary Stroke Service,State,42.585642,-72.208963
Massachusetts,Nashoba Valley Medical Center,Ayer,1432,Primary Stroke Service,State,42.57751,-71.57547
Wisconsin,Froedtert South,Kenosha,53143,Primary Stroke Center,The Joint Commission,42.577182,-87.820367
Wisconsin,Aurora Medical Center Kenosha,Kenosha,53142,Primary Stroke Center,DNV GL,42.56986,-87.9352
Massachusetts,Beverly Hospital - Beverly Campus,Beverly,1915,Primary Stroke Service,State,42.564114,-70.875384
New York,Nicholas H Noyes Memorial Hospital,Dansville,14437,Primary Stroke Center,State,42.553161,-77.697715
Wisconsin,Beloit Hospital,Beloit,53511,Primary Stroke Center,The Joint Commission,42.548414,-89.007913
Massachusetts,"Health Alliance-Clinton, Leominster Campus",Leominster,1453,Primary Stroke Service,State,42.54102,-71.76128
Michigan,Henry Ford West Bloomfield Hospital,West Bloomfield,48322,Thrombectomy Capable Stroke Center,The Joint Commission,42.53785,-83.40718
Idaho,Cassia Regional Hospital - Burley,Burley,83318,Level III,State,42.534817,-113.782649
Iowa,Allen Memorial Hospital,Waterloo,50703,Primary Stroke Center,The Joint Commission,42.526365,-92.339076
Iowa,St. Luke's Regional Medical Center,Sioux City,51004,Primary Stroke Center,DNV GL,42.51906,-96.40585
Michigan,William Beaumont Hospital,Royal Oak,48073,Comprehensive Stroke Center,The Joint Commission,42.515721,-83.194093
Massachusetts,North Shore Medical Center - Salem Hospital,Salem,1970,Primary Stroke Service,State,42.51077,-70.90711
Michigan,Ascension Macomb-Oakland Hospital,Warren,48093,Primary Stroke Center,The Joint Commission,42.505714,-83.005469
Massachusetts,North Shore Medical Center - Union Hospital,Lynn,1904,Primary Stroke Service,State,42.50207,-70.97942
Iowa,The Finley Hospital,Dubuque,52001,Primary Stroke Center,The Joint Commission,42.496432,-90.686617
Iowa,MercyOne Siouxland Medical Center,Sioux City,51101,Primary Stroke Center,The Joint Commission,42.495554,-96.400456
Iowa,Mercy Health Services - Iowa,Dubuque,52001,Primary Stroke Center,The Joint Commission,42.49189,-90.67288
Iowa,Trinity Regional Medical Center,Fort Dodge ,50501,Primary Stroke Center,DNV GL,42.49179,-94.1916
Michigan,Ascension Providence Hospital - Novi Campus,Novi,48075,Comprehensive Stroke Center,The Joint Commission,42.48701,-83.520229
Massachusetts,Lahey Hospital & Medical Center,Burlington,1805,Comprehensive Stroke Center,DNV GL,42.48512,-71.20485
New York,Cayuga Medical Center,Ithaca,14850,Primary Stroke Center,State,42.46881,-76.53827
Massachusetts,Winchester Hospital,Winchester,1890,Primary Stroke Service,State,42.4659,-71.12136
Massachusetts,Melrose Wakefield Healthcare - Melrose-Wakefield,Melrose,2176,Acute Stroke Ready Hospital,The Joint Commission,42.46023,-71.06111
Massachusetts,Berkshire Medical Center - Berkshire Campus,Pittsfield,1201,Primary Stroke Service,State,42.45983,-73.24914
Michigan,Ascension Providence Hospital - Southvield,Southfield,48075,Primary Stroke Center,The Joint Commission,42.45741,-83.20523
Massachusetts,Emerson Hospital,Concord,1742,Primary Stroke Service,State,42.45216,-71.37642
Illinois,Midwest Medical Center,Galena,61036,Acute Stroke Ready Hospital,State,42.44909,-90.45729
Michigan,Botsford General Hospital,Farmington Hills,48336,Primary Stroke Center,The Joint Commission,42.446143,-83.323829
Massachusetts,"Health Alliance-Clinton, Clinton Campus",Clinton,1510,Primary Stroke Service,State,42.427216,-71.69335
Illinois,Mercy Harvard Hospital,Harvard,60033,Acute Stroke Ready Hospital,The Joint Commission,42.426221,-88.607267
Massachusetts,Melrose Wakefield Healthcare - Lawrence Memorial,Medford,2155,Primary Stroke Service,State,42.425885,-71.111157
Oregon,Asante Three Rivers Medical Center,Grants Pass,97527,Acute Stroke Ready ,DNV GL,42.4211,-123.3426
Michigan,Ascension St. John Hospital,Detroit,48236,Comprehensive Stroke Center,The Joint Commission,42.41977,-82.91451
Michigan,Sinai-Grace Hospital,Detroit,48235,Primary Stroke Center,The Joint Commission,42.41914,-83.18147
Massachusetts,CHA Everett Hospital,Everett,2149,Primary Stroke Service,State,42.4094,-71.03887
Michigan,St. Mary Mercy Hospital,Livonia,48154,Primary Stroke Center,The Joint Commission,42.392762,-83.404585
Massachusetts,CHA Somerville Hospital,Somerville,2143,Primary Stroke Service,State,42.38959,-71.10971
Michigan,William Beaumont Hospital,Grosse Pointe,48230,Primary Stroke Center,The Joint Commission,42.384432,-82.915096
Illinois,Vista Health System,Waukegan,60085,Primary Stroke Center,The Joint Commission,42.37838,-87.83232
Massachusetts,CHA Cambridge Hospital,Cambridge,2139,Primary Stroke Service,State,42.37475,-71.10433
New York,Ira Davenport Memorial Hospital,Bath,14810,Primary Stroke Center,The Joint Commission,42.374663,-77.278428
Massachusetts,Mount Auburn Hospital,Cambridge,2138,Primary Stroke Service,State,42.37424,-71.13432
Michigan,Henry Ford Detroit Hospital,Detroit,48202,Comprehensive Stroke Center,The Joint Commission,42.367344,-83.08538
Massachusetts,Mass General Hospital,Boston,2114,Comprehensive Stroke Center,The Joint Commission,42.36278,-71.06867
Massachusetts,Marlborough Hospital,Marlborough,1752,Primary Stroke Service,State,42.354878,-71.555097
Michigan,Harper University Hospital,Detroit,48201,Primary Stroke Center,The Joint Commission,42.35042,-83.0561
Massachusetts,St. Elizabeth's Medical Center,Brighton,2135,Primary Stroke Service,State,42.34958,-71.14798
Michigan,Detroit Receiving Hospital and University Health Center,Detroit,48201,Primary Stroke Center,The Joint Commission,42.349465,-83.06558
Massachusetts,Tufts Medical Center,Boston,2111,Comprehensive Stroke Center,The Joint Commission,42.349305,-71.06378
Oregon,Providence Medford Medical Center,Medford,97504,Primary Stroke Center,The Joint Commission,42.33999,-122.86213
Massachusetts,Beth Israel Deaconess Hospital â€“ West Campus,Boston,2215,Comprehensive Stroke Center,The Joint Commission,42.338036,-71.108993
Massachusetts,Brigham & Women's Hospital,Boston,2115,Comprehensive Stroke Center,The Joint Commission,42.33611,-71.10748
Massachusetts,Boston Medical Center Menino Pavilion,Boston,2118,Comprehensive Stroke Center,The Joint Commission,42.334834,-71.073608
Michigan,Garden City Hospital,Garden City,48135,Primary Stroke Center,HFAP,42.33244,-83.31179
Massachusetts,Newton-Wellesley Hospital,Newton,2462,Primary Stroke Service,State,42.33179,-71.24543
Illinois,Northwestern Medicine McHenry Hospital,McHenry,60050,Primary Stroke Center,The Joint Commission,42.31801,-88.28048
Oregon,Asante Rogue Regional Medical Center,Medford,97504,Primary Stroke Center,DNV GL,42.31727,-122.83052
Illinois,Javon Bea Hospital-Riverside Campus,Rockford,61111,Comprehensive Stroke Center,DNV GL,42.316614,-88.960424
Massachusetts,Cooley Dickinson Hospital,Northhampton,1060,Primary Stroke Service,State,42.3130735,-72.653086
Michigan,St. Joseph Mercy Chelsea,Chelsea,48118,Primary Stroke Center,The Joint Commission,42.31021,-84.01766
Michigan,Ascension Borgess Hospital,Kalamazoo,49048,Comprehensive Stroke Center,The Joint Commission,42.30815,-85.56068
Michigan,Oakwood Healthcare,Dearborn,48124,Primary Stroke Center,The Joint Commission,42.302884,-83.264417
Massachusetts,Brigham & Women's Faulkner Hospital,Boston,2130,Primary Stroke Service,State,42.30125,-71.12782
Illinois,Javon Bea Hospital-Rockton Ave,Rockford,61103,Primary Stroke Center,DNV GL,42.29888,-89.09752
Illinois,FHN Memorial Hospital,Freeport,61032,Acute Stroke Ready Hospital,State,42.29505,-89.63776
Michigan,Bronson Methodist Hospital,Kalamazoo,49007,Comprehensive Stroke Center,The Joint Commission,42.28493,-85.58083
Michigan,University of Michigan Hospital,Ann Arbor,48109,Comprehensive Stroke Center,The Joint Commission,42.283801,-83.733283
Massachusetts,Metrowest Medical Center - Leonard Morse Campus,Natick,1760,Primary Stroke Service,State,42.280871,-71.335494
Massachusetts,Beth Israel Deaconess Hospital - Needham,Needham,2492,Primary Stroke Service,State,42.27761,-71.23717
Massachusetts,Steward Satellite Emergency Facility - Quincy,Quincy,2169,Primary Stroke Service,State,42.27749,-71.065985
Massachusetts,Carney Hospital,Boston,2124,Primary Stroke Service,State,42.277476,-71.065923
Massachusetts,UMass Memorial Medical Center â€“ University Campus,Worcester,1655,Comprehensive Stroke Center,The Joint Commission,42.27625,-71.76208
Illinois,Advocate Aurora Condell Medical Center,Libertyville,60048,Primary Stroke Center,DNV GL,42.27458,-87.95178
Illinois,OSF Healthcare Saint Anthony Medical Center,Rockford,61108,Comprehensive Stroke Center,DNV GL,42.26721,-89.00775
Massachusetts,St. Vincent Hospital,Worcester,1608,Primary Stroke Center,The Joint Commission,42.26603,-71.79551
Michigan,St. Joseph Mercy Hospital,Ypsilanti,48197,Primary Stroke Center,The Joint Commission,42.265867,-83.65549
Illinois,Swedish American A Division of UW health,Rockford,61104,Primary Stroke Center,The Joint Commission,42.265355,-89.07492
Illinois,Northwestern Medicine-Lake Forest Hospital,Lake Forest,60045,Primary Stroke Center,The Joint Commission,42.25719,-87.86647
Massachusetts,Baystate Mary Lane Hospital,Ware,1082,Primary Stroke Service,State,42.253452,-72.242661
Massachusetts,Beth Israel Deaconess Hospital - Milton,Milton,2186,Primary Stroke Service,State,42.25109,-71.07739
New York,Columbia Memorial Hospital,Hudseon,12534,Primary Stroke Center,State,42.246491,-73.777119
Michigan,Henry Ford Wyandotte Hospital,Wyandotte,48192,Primary Stroke Center,The Joint Commission,42.20973,-83.14772
Massachusetts,Holyoke Medical Center,Holyoke,1040,Primary Stroke Service,State,42.20033,-72.62747
Illinois,Advocate Good Shepherd Hospital,Barrington,60010,Primary Stroke Center,DNV GL,42.195232,-88.173814
Massachusetts,Fairview Hospital,Great Barrington,1230,Primary Stroke Service,State,42.191391,-73.372121
Illinois,NorthShore University HealthSystem-Highland Park Hospital,Highland Park,60035,Primary Stroke Center,The Joint Commission,42.191289,-87.807841
Massachusetts,Norwood Hospital,Norwood,2062,Primary Stroke Service,State,42.18886,-71.20171
Massachusetts,South Shore Hospital,South Weymouth,2190,Primary Stroke Service,State,42.17573,-70.95421
Massachusetts,Baystate Wing Hospital & Medical Centers,Palmer,1069,Primary Stroke Service,State,42.169118,-72.341299
New York,Corning Hospital,Corning,14830,Primary Stroke Center,State,42.13537,-76.96949
Pennsylvania,UPMC Hamot,Erie,16550,Comprehensive Stroke Center,DNV GL,42.1339,-80.08728
Massachusetts,Milford Regional Medical Center,Milford,1757,Primary Stroke Service,State,42.13316,-71.52799
Michigan,W.A. Foote Memorial Hospital,Jackson,49201,Primary Stroke Center,The Joint Commission,42.1250442,-84.392039
New York,Jones Memorial Hospital,Wellsville,14895,Primary Stroke Center,State,42.1227,-77.95099
Massachusetts,Baystate Medical Center,Springfield,1199,Primary Stroke Service,State,42.12173,-72.60286
Massachusetts,Baystate Noble Hospital,Westfield,1085,Primary Stroke Service,State,42.11802,-72.76051
Michigan,Beaumont Hospital,Trenton,48183,Primary Stroke Center,The Joint Commission,42.11696,-83.213709
Massachusetts,Mercy Medical Center Campus,Springfield,1104,Primary Stroke Service,State,42.115074,-72.592827
New York,United Health Services Hospital - Wilson Medical Center,Johnson City,13790,Primary Stroke Center,State,42.114259,-75.958668
Pennsylvania,Saint Vincent Health Center,Erie,16544,Primary Stroke Center,The Joint Commission,42.111809,-80.079792
New York,Arnot Ogden Medical Center,Elmira,14905,Primary Stroke Center,The Joint Commission,42.09934,-76.82668
Massachusetts,Good Samaritan Medical Center,Brockton,2301,Primary Stroke Service,State,42.09814,-71.06573
Illinois,NorthShore University HealthSystem-Glenbrook Hospital,Glenview,60026,Primary Stroke Center,The Joint Commission,42.092867,-87.853942
New York,Our Lady Of Lourdes Memorial Hospital,Binghamton,13905,Primary Stroke Center,State,42.09178,-75.93627
New York,UPMC Chautauqua WCA,Jamestown,14701,Primary Stroke Center,State,42.09104,-79.23112
New York,Olean General Hospital,Olean,14760,Primary Stroke Center,State,42.09048,-78.4278
Michigan,Lakeland Medical Center,Saint Joseph,49085,Primary Stroke Center,The Joint Commission,42.08887,-86.47834
Massachusetts,Signature Healthcare Brockton Hospital,Brockton,2302,Primary Stroke Service,State,42.087544,-70.991524
Massachusetts,Harrington Memorial Hospital,Southbridge,1550,Primary Stroke Service,State,42.078461,-72.042162
Pennsylvania,Millcreek Community Hospital,Erie,16509,Primary Stroke Center,HFAP,42.07466,-80.09211
Illinois,Advocate Sherman Hospital,Elgin,60123,Primary Stroke Center,DNV GL,42.070616,-88.331673
Illinois,Northwest Community Hospital,Arlington Heights,60005,Comprehensive Stroke Center,The Joint Commission,42.06733,-87.99133
Illinois,NorthShore University HealthSystem-Evanston Hospital,Evanston,60201,Primary Stroke Center,The Joint Commission,42.06544,-87.68401
Illinois,AMITA Health St. Alexius Medical Center,Hoffman Estates,60010,Primary Stroke Center,The Joint Commission,42.05281,-88.14193
